Numéro notice,Titre,Mentions de responsabilité,Titre propre de la collection,Éditeur,Date,DateDébut,DateFin,Date d'autorisation,Édition,Format,ISBN/ISSN,Notes,Langue,Lieu,Cycle,Niveau,Discipline
00004248,Nelson's Canadian School Atlas,"WREFORD WATSON, J.",The Canadian Atlases,Thomas Nelson & Sons Canada Ltd.,1963,1963-01-01,1963-12-31,,,"29 cm: 92 p., ill. et cartes (presque toutes en coul.)",,Comprend un index,Anglais,"Toronto, ON",,,
00004249,Collection de cartes anciennes et modernes pour servir à l'étude de l'histoire de l'Amérique et du Canada,,,Institut d'histoire et de géographie de l'Université Laval,1948,1948-01-01,1948-12-31,,,"viii, 91 p., 91 cartes",,Comprend un index,Français,Québec,Secondaire|Universitaire et Collégial,Secondaire; supérieur,
00004250,L'Enseignement secondaire [publication en série] : survol de la littérature canadienne française,"GAY, Paul|MÉNARD, Jean",,Faculté des arts de l'Université Laval,1967,1967-01-01,1967-12-31,,,25 cm: p. 173-268,,"Publ. 5 fois par année. -- Description d'après : vol. 46, no. 4 (sept.-oct. 1967)",Français,Québec,Secondaire,Secondaire,
00004251,L'Économie domestique à l'école primaire : théorie et pratique : IVe année,,,Congrégation de Notre-Dame,[19--?],1899-12-31,1999-12-31,,,"18 cm: 177 p., ill.",,Comprend un lexique à la fin de chacune des parties,Français,"Montréal, QC",Primaire,4e année,
00004252,Phonetic Readings in English,"JONES, Daniel",,Carl Winters Universitätsbuchhandlung,1937,1937-01-01,1937-12-31,,24th Ed.,19 cm: 98 p.,,Comprend des notes en bas de page,Anglais,"Heidelberg, DE",Système français,Débutant,
00004253,La Rédaction dans la joie,"LAREAU, Daniel",,Centre de psychologie et de pédagogie,1953,1953-01-01,1953-12-31,,,"25 cm: 48 p., ill. (presque toutes en coul.)",,"La p. t. porte en outre : ""5e année""",Français,"Montréal, QC",Primaire,5e année,
00004254,Manuel de latin = Liber Secundus : classe de 5e,"DE KISCH, F.|DE KISCH, M.|CLARAC, Pierre|GAL, Roger",Le Latin par les textes / collection dirigée par Roger Gal,O.C.D.L.,[19--?],1899-12-31,1999-12-31,,Cinquième éd.,"23 cm: xiv, 288 p., 8 p. de pl., ill. (en coul.)",,"Comprend un index alphabétique, plusieurs tables et des notes en bas de page",Français,"Paris, FR",Primaire,5e année,
00004255,Manuel de latin = Liber Primus : classe de 6e,"GAL, Roger|BOUCHET, Henri|DURRY, Marcel",Le Latin par les textes / collection dirigée par Roger Gal,O.C.D.L.,[1960?],1960-01-01,1960-12-31,,6e éd.,"23 cm: xi, 198 p., 9 p. de pl., ill. (certaines en coul.)",,"Comprend des index, des tables et des notes en bas de page",Français,"Paris, FR",Primaire,6e année,
00004256,Aux Petits du royaume : essai pratique de méthodologie catéchistique,Une religieuse de l'Assomption de la Sainte-Vierge,,Éditions du bien public,1944,1944-01-01,1944-12-31,,,"21 cm: 252 p., ill.",,"La p. t. porte en outre : ""Tome III""",Français,"Trois-Rivières, QC",Primaire,Primaire,
00004257,Aux Petits du royaume : essai pratique de méthodologie catéchistique,Une religieuse de l'Assomption de la Sainte-Vierge,,Éditions du bien public,1944,1944-01-01,1944-12-31,,,"21 cm: 250 p., ill.",,"La p. t. porte en outre : ""Tome IV""",Français,"Trois-Rivières, QC",Primaire,Primaire,
00004258,These are our Friends,"MARGUERITE, M.|MALVERN, Corinne|WARE, Charlotte",Faith and Freedom ; 1,Ginn and Company,[1942?],1942-01-01,1942-12-31,,,"21 cm: 174 p., ill. (toutes en coul.)",,Comprend un lexique,Anglais,"Boston, MA|Toronto, ON",,,
00004259,The Canadian Wonderworld of Science: book one,"KNOX, Warren|STOUFFER, Archibald|FRODERSTROM, Alma",,The Book Society of Canada Ltd.,[1950?],1950-01-01,1950-12-31,,,"20 cm: 136 p., ill. (toutes en coul.)",,Comprend un lexique,Anglais,"Toronto, ON",Primaire,Primaire,
00004260,Dictionarium Universale : Latino-Gallicum,"BORBONIO, Ludovico",,s.n.,[1788?],1788-01-01,1788-12-31,,,19 cm: env. 1979 p.,,,Français|Latin,,,,
00004261,Comédies de Plaute : tome second,Mademoiselle Le Fevre,,Denys Thierry et Claude Barrin,1730,1730-01-01,1730-12-31,,Dernière éd.,14 cm: 345 p.,,"La p. t. porte en outre : ""avec des remarques et un examen, selon les règles du théâtre"" et ""dernière édition avec l'original latin et des figures""",Français,"Paris, FR",,,
00004262,"J'écoute, je parle : premier degré : livre du maître","DUPLANTIE, Raymond|WITH, Kenneth",,W. J. Gage & Co. Ltd.,[1967?],1967-01-01,1967-12-31,,,"23 cm: xxxiv, 286 p., cartes-éclairs",,Comprend un appendice,Anglais|Français,"Scarborough, ON",Primaire,1er degré,
00004263,"J'écoute, je parle : deuxième degré : livre du maître","DUPLANTIE, Raymond",,W. J. Gage & Co. Ltd.,[1968?],1968-01-01,1968-12-31,,,"23 cm: xxxii, 232 p.",,,Anglais|Français,"Scarborough, ON",Système français,2e degré,
00004264,"J'écoute, je parle : deuxième degré : livret de l'élève","DUPLANTIE, Raymond|WITH, Kenneth",,W. J. Gage & Co. Ltd.,[1968?],1968-01-01,1968-12-31,,,"23 cm: 84 p., ill.",,,Français,"Scarborough, ON",Système français,2e degré,
00004265,"J'écoute, je parle 2 : dialogues et exercices illustrées : premier livret","DUPLANTIE, Raymond|WITH, Kenneth",,W. J. Gage & Co. Ltd.,[1964?],1964-01-01,1964-12-31,,,"23 cm: 80 p., tout en ill.",,,,"Scarborough, ON",,,
00004266,"J'écoute, je parle, je lis : deuxième livret","DUPLANTIE, Raymond|WITH, Kenneth",Tan-Gau ; 2,W. J. Gage & Co. Ltd.,[1964?],1964-01-01,1964-12-31,,,"23 cm: 82 p., ill.",,,Français,"Scarborough, ON",,,
00004267,"J'écoute, je parle, je lis : Dialogues et exercises [i.e. exercices] illustrées","DUPLANTIE, Raymond|WITH, Kenneth",Tan-Gau ; 2,W. J. Gage & Co. Ltd.,[1964?],1964-01-01,1964-12-31,,,"23 cm: 80 p., ill.",,Titre au dos,,"Scarborough, ON",,,
00004268,"J'écoute, je parle, je lis : deuxième année : livre du maître","DUPLANTIE, Raymond|WITH, Kenneth",Tan-Gau ; 2,W. J. Gage & Co. Ltd.,[1964?],1964-01-01,1964-12-31,,Éditions provisoire,"23 cm: lxiv, 300 p., cartes-éclairs",,"Comprend une liste des cartes-éclairs, des tableaux et un lexique",Français,"Scarborough, ON",Primaire,2e année,
00004269,An Outline of Contemporary French Canadian Literature,"BRAZEAU, J. Raymond",,Forum House Publishing Company,[1972?],1972-01-01,1972-12-31,,,"21 cm: xii, 126 p.",,Comprend une bibliogr.,Anglais,"Toronto, ON",Universitaire et Collégial,Collégial; supérieur,
00004270,Précis de stylistique française,"MAROUZEAU, J.",,Masson et co.,1950,1950-01-01,1950-12-31,,"3e éd., rev. et augm.",21 cm: 224 p.,,Comprend une bibliogr. et un appendice,Français,"Paris, FR",,,
00004271,"L'Art de commenter un texte : l'art et la littérature : inspirations, formes et genres","GERMAIN, François",Collection littérature,Les Éditions Foucher,[19--?],1899-12-31,1999-12-31,,,15 cm: 62 p.,,"La p. couv. porte en outre : ""Expliquez-moi...""",Français,"Paris, FR",,,
00004272,Chroniques de français,"DE CHANTAL, René",,Éditions de l'Université d'Ottawa,1961,1961-01-01,1961-12-31,,"Nouv. éd., rev. et corr.","21 cm: xv, 273 p.",,Comprend un index et une bibliogr.,Français,"Ottawa, ON",Secondaire,Supérieur,
00004273,L'Explication des textes littéraires : méthode d'explication et choix de textes,"LEBEL, Maurice",Collection des études françaises dans l'enseignement secondaire,Les Presses universitaires de Laval,1957,1957-01-01,1957-12-31,,,"23 cm: xxiii, 342 p.",,"La p. t. porte en outre : ""Textes français et canadiens-français"". -- Comprend une bibliogr. et un appendice",Français,Québec,Secondaire,Secondaire,
00004274,Chez nous et notre famille : guide du maître,,Foi et liberté,Ginn and Company,[19--?],1899-12-31,1999-12-31,,,21 cm: 27 p.,,,Français,"Toronto, ON",Primaire,1ère année,
00004275,Suggestions for Teachers of Science,,Ontario Teachers' Manuals,The Copp Clark Company Ltd.,[1917?],1917-01-01,1917-12-31,,,"19 cm: viii, 258 p.",,"La p. t. porte en outre : ""Fifth forms of public schools and the lower school classes of continuation and high schools"" et "" Authorized by the Minister of Education""",Anglais,"Toronto, ON",,,
00004276,Grammar in Elementary Schools,"MARTYN, H. G.",,The Ryerson Press,[1932?],1932-01-01,1932-12-31,,,"20 cm: vii, 128 p.",,Comprend un index et un bibliogr.,Anglais,"Toronto, ON",Primaire,Primaire,
